Total;Oct;Nov.;INTERNO;INTERNO;TERMINAL;21-oct;22-oct;23-oct;24-oct;25-oct;26-oct;27-oct;28-oct;29-oct;30-oct;31-oct;01-nov;02-nov;03-nov;04-nov;05-nov;06-nov;07-nov;08-nov;09-nov;10-nov;11-nov;12-nov;13-nov;14-nov;15-nov;16-nov;17-nov;18-nov;19-nov;20-nov;21-nov;22-nov;23-nov;24-nov;25-nov;26-nov
2;1;1;7126;SRVF84;JUANITA;;;;;FULL;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;BARRIDO;;;;;;;;FULL;;;;;;BARRIDO/MOPA;;
1;0;1;7127;SRVF90;JUANITA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;FULL;;;;;BARRIDO/MOPA;;;;;;;BARRIDO;;;
1;0;1;7128;SRVF96;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;;;;BARRIDO/MOPA;;;;;FULL;;;;;
0;0;0;7129;SRVG10;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;BARRIDO;;;;;;;;;;;;EXTERNO/EXPRESS;;;;
2;1;1;7130;SRVG25;JUANITA;;;;;;;;;;FULL;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO;;;;;;;BARRIDO/MOPA;;;;;;;FULL;;
0;0;0;7131;SRVG32;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO;;;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;;;;
2;1;1;7132;SRVG44;JUANITA;;;;;;;;;;FULL;;FULL;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;BARRIDO;;;;;;;;BARRIDO;;;;;BARRIDO;;;
1;1;0;7133;SRVG48;JUANITA;;;;FULL;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;;;BARRIDO/MOPA;;;;;;;;;
1;1;0;7134;SRVG49;JUANITA;;;;;;;;;;;FULL;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;BARRIDO;BARRIDO/MOPA;;;;;;;;;;BARRIDO;;;;;
2;2;0;7135;SRVG53;JUANITA;;;;;FULL;;;;;FULL;;;;;;BARRIDO/MOPA;;;;;;;;;;;;;;;;;;BARRIDO;;;
2;1;1;7136;SRVG65;JUANITA;;;FULL;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO;;;;;FULL;;;;;BARRIDO/MOPA;;;;;;
1;0;1;7137;SRVG68;JUANITA;;;;;;;;;;;;FULL;;;;BARRIDO/MOPA;;;;;;;;;;;;;BARRIDO;;;;EXTERNO/EXPRESS;;;;
1;0;1;7138;SRVG70;JUANITA;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;BARRIDO;;;;;;;BARRIDO/MOPA;;FULL;;;;;;;
0;0;0;7139;SRVG76;JUANITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;BARRIDO;;;
1;0;1;7140;SRVG77;JUANITA;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;BARRIDO;;;;;;BARRIDO/MOPA;;;;FULL;;;;;;
1;1;0;7141;SRVG81;JUANITA;;;;;FULL;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;BARRIDO;;;;;
3;1;2;7142;SRVG83;JUANITA;;;;FULL;;;;;;;;FULL;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;BARRIDO;;;;;;;;;;FULL;;;BARRIDO;;;
1;0;1;7143;SRVG86;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;;;;;BARRIDO/MOPA;;;;;;;FULL;;
4;3;1;7144;SRVG88;JUANITA;FULL;;;FULL;;;;;;;FULL;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;;;;;;BARRIDO/MOPA;;;;FULL;;;;;
1;1;0;7145;SRVG91;JUANITA;;FULL;;;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;BARRIDO/MOPA;;;;;EXTERNO/EXPRESS;;;;
1;0;1;7146;SRVG92;JUANITA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;;;;;BARRIDO/MOPA;;;BARRIDO;;;;;FULL;;;
1;1;0;7147;SRVG94;JUANITA;;;;;;;;;FULL;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;BARRIDO/MOPA;;;;;;;;;;;
1;1;0;7148;SRVG98;JUANITA;;;;FULL;;;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;;;;
2;1;1;7149;SRVH10;JUANITA;;FULL;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;FULL;;;;;;;;
0;0;0;7150;SRVH11;JUANITA;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;;;;
3;2;1;7151;SRVH13;JUANITA;;;;FULL;;;;;FULL;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;;;;;;FULL;;;;
1;1;0;7152;SRVH19;JUANITA;;;;;;;;;;FULL;;;;;;;BARRIDO/MOPA;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;;;BARRIDO;;;BARRIDO;;
5;2;3;7153;SRVH22;JUANITA;FULL;;;;;;;;FULL;;;;;;FULL;FULL;BARRIDO/MOPA;;;;;;;;;BARRIDO/MOPA;;;;FULL;;;;;;;
0;0;0;7154;SRVH45;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;;;;;;BARRIDO;;;;;;
1;0;1;7155;SRVH71;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;;;;;BARRIDO;;;;;FULL;;;
0;0;0;7156;SRVH73;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;;;;;;;;;BARRIDO;;;;;
3;1;2;7157;SRVJ34;JUANITA;;;;;;;;;;;FULL;;;;;FULL;;;FULL;;BARRIDO;;;;;;;;BARRIDO;;;;;;BARRIDO;;
1;0;1;7158;SRVJ39;JUANITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;FULL;;;BARRIDO/MOPA;;;;;;
0;0;0;7159;SRVJ43;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;
0;0;0;7160;SRVJ55;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;BARRIDO;;;;;;;;;;;;;BARRIDO;;;
2;1;1;7161;SRVJ64;JUANITA;FULL;;;;;;;;;;;;;;;BARRIDO/MOPA;;FULL;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;EXTERNO/EXPRESS;;;;
2;0;2;7162;SRVJ78;JUANITA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;FULL;;;FULL;;;;;;BARRIDO;;
2;0;2;7163;SRVJ82;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;FULL;;;;;;FULL;;;;;
2;0;2;7164;SRVJ90;JUANITA;;;;;;;;;;;;;;;;;;;;;;;;;;FULL;;;BARRIDO;;;;;FULL;;;
0;0;0;7165;SRVK11;JUANITA;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;;;;;;;;
1;0;1;7166;SRVK42;JUANITA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;BARRIDO/MOPA;;;;BARRIDO;;FULL;;;
1;1;0;7167;SRVK61;JUANITA;;;;;;;;FULL;;;;;;;;;;;;;BARRIDO;;;;;;;;;;;;;;;;
0;0;0;7168;SRVK90;JUANITA;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;BARRIDO/MOPA;;;;BARRIDO;;
1;1;0;7169;SRVK97;JUANITA;;;;FULL;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;;;;;BARRIDO;;;;;
2;0;2;7170;SRVL11;JUANITA;;;;;;;;;;;;FULL;;;;BARRIDO/MOPA;;;;;;;;;;;BARRIDO/MOPA;;;;;;FULL;;;;
0;0;0;7171;SRVL15;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;;;;;;;;;;BARRIDO/MOPA;;
2;1;1;7172;SRVL21;JUANITA;;;;;;;;;;FULL;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;FULL;;;;;;BARRIDO;;;
1;1;0;7173;SRVL24;JUANITA;;;;;;;;;;;FULL;;;;;;;;;;;BARRIDO;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;
0;0;0;7174;SRVL25;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;
3;1;2;7175;SRVL35;JUANITA;;;;;;;;;FULL;;;;;;FULL;;;;;;BARRIDO;;;;;;;;;;;;;;FULL;;
0;0;0;7176;SRVL40;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;;BARRIDO;;;
0;0;0;7177;SRVL45;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;;;;;;;;;;
0;0;0;7178;SRVL72;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;BARRIDO;;;;BARRIDO/MOPA;;;;;;;;;;;
1;0;1;7179;SRVL75;JUANITA;;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;FULL;;;BARRIDO;;;;;
0;0;0;7180;SRVL78;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;;;;;;;;;;BARRIDO;;
2;0;2;7181;STHC57;JUANITA;;;;;;;;;;;;;;;FULL;BARRIDO/MOPA;;;;;;;;;;;BARRIDO/MOPA;;;;;;FULL;;;;
0;0;0;7182;STHC95;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;BARRIDO/MOPA;;;;;;;;BARRIDO;;;
0;0;0;7183;STHD12;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;
0;0;0;7184;STHD50;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;BARRIDO;;
0;0;0;7185;STHD26;JUANITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;7186;STHF36;JUANITA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;;;;;;;;;
1;0;1;7187;STHF56;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;;FULL;BARRIDO/MOPA;;;;BARRIDO;;;
0;0;0;7188;STHF57;JUANITA;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;;;;;BARRIDO;;;;;
2;1;1;7189;STHF67;JUANITA;;;;;;;;;FULL;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;;BARRIDO/MOPA;;;;;;FULL;;;;
2;1;1;7190;STHF69;JUANITA;;FULL;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;BARRIDO/MOPA;;FULL;;;;;;;;
1;0;1;2046;LXDH88;SANTA MARGARITA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FULL;;;;;;
1;0;1;2065;LXDJ17;SANTA MARGARITA;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO;FULL;;;;
0;0;0;2066;LXDJ18;SANTA MARGARITA;;;;;;;;;;;;;;;BARRIDO;BARRIDO;BARRIDO;;;;;;;;BARRIDO;BARRIDO;;;;;;;;;;;
0;0;0;2074;LXDJ26;SANTA MARGARITA;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;;;;;;;;;;BARRIDO;;;;;;;;
0;0;0;2075;LXDJ27;SANTA MARGARITA;;;;;;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO;BARRIDO;;;;BARRIDO;;;;;;;;
1;0;1;2076;LXDJ28;SANTA MARGARITA;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;;;;;;BARRIDO;BARRIDO;;;;;;FULL;BARRIDO;;;;
0;0;0;2077;LXDJ29;SANTA MARGARITA;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO;BARRIDO;;BARRIDO;BARRIDO;;BARRIDO/MOPA;BARRIDO/MOPA;;;;
1;0;1;2078;LXDJ30;SANTA MARGARITA;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;FULL;BARRIDO;;;;;BARRIDO;BARRIDO;;;;;;;;;;;;
1;0;1;2079;LXDJ31;SANTA MARGARITA;;;;;;;;;;;;;;;;;;FULL;BARRIDO;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;;;;;;;;;;;
0;0;0;4025;SHCY18;SANTA MARGARITA;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;BARRIDO;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO;;;;;BARRIDO/MOPA
0;0;0;4026;SHXC20;SANTA MARGARITA;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;;BARRIDO;;;;BARRIDO;BARRIDO;;BARRIDO;BARRIDO/MOPA;;;;BARRIDO
1;0;1;4027;SHCY17;SANTA MARGARITA;;;;;;;;;;;;;;;BARRIDO;;;;BARRIDO;;;;BARRIDO;BARRIDO;BARRIDO;;;;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;;FULL;;;
1;0;1;4028;SHXD76;SANTA MARGARITA;;;;;;;;;;;;;;;;BARRIDO;;;BARRIDO;;;;BARRIDO;FULL;BARRIDO;;;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;;;BARRIDO/MOPA;;BARRIDO
1;0;1;4029;SHXD78;SANTA MARGARITA;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;BARRIDO;;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;;FULL;;;
1;0;1;4030;SHXF24;SANTA MARGARITA;;;;;;;;;;;;;;;BARRIDO;;;;;;;;;;FULL;BARRIDO;BARRIDO;;;BARRIDO;BARRIDO;BARRIDO;;;;;BARRIDO/MOPA
1;0;1;4032;SHXF26;SANTA MARGARITA;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;;;;;;FULL;;BARRIDO;;;;;;BARRIDO;BARRIDO;BARRIDO;;BARRIDO;;
1;0;1;4033;SHXF27;SANTA MARGARITA;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;;;;;;FULL;;BARRIDO;BARRIDO;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO;;
0;0;0;4034;SHXF28;SANTA MARGARITA;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO;BARRIDO;BARRIDO;BARRIDO;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;;;BARRIDO/MOPA;;
0;0;0;4037;SHXG30;SANTA MARGARITA;;;;;;;;;;;;;;;BARRIDO;BARRIDO;;;;;;;;BARRIDO;BARRIDO;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO;BARRIDO;;;;;
3;0;3;4039;SHXG32;SANTA MARGARITA;;;;;;;;;;;;;;;BARRIDO;;;;BARRIDO;;;;;BARRIDO;BARRIDO;FULL;;;BARRIDO;;FULL;BARRIDO;FULL;;;;
0;0;0;4045;SJPC38;SANTA MARGARITA;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;BARRIDO;;;BARRIDO;BARRIDO;;;;
0;0;0;4047;SJPC44;SANTA MARGARITA;;;;;;;;;;;;;;;BARRIDO;;;;BARRIDO;;;;;;;;;;;;;BARRIDO;BARRIDO;;;;BARRIDO
1;0;1;4053;SJPC56;SANTA MARGARITA;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;;;;BARRIDO/MOPA;;;BARRIDO;BARRIDO;;BARRIDO/MOPA;;FULL;;;;;;;;
0;0;0;4054;SJPC66;SANTA MARGARITA;;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO/MOPA;;;BARRIDO;;;BARRIDO;BARRIDO;BARRIDO/MOPA;;;BARRIDO/MOPA;BARRIDO;;;;BARRIDO
0;0;0;4055;SJPC67;SANTA MARGARITA;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;;;;;;;;BARRIDO/MOPA;;;;BARRIDO
1;0;1;4060;SJPD92;SANTA MARGARITA;;;;;;;;;;;;;;;;;;;BARRIDO;;;BARRIDO/MOPA;BARRIDO;;BARRIDO;;;;FULL;BARRIDO;;;BARRIDO;;;;BARRIDO
0;0;0;4062;SJPD94;SANTA MARGARITA;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;;;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO;BARRIDO;;;;;BARRIDO;BARRIDO;;;;;
0;0;0;4065;SJPD99;SANTA MARGARITA;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;;;;;;;;BARRIDO;BARRIDO;;BARRIDO;;BARRIDO;;BARRIDO;;;;;
0;0;0;1002;SHCY11;EL RETIRO;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;BARRIDO;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;;BARRIDO;;BARRIDO;;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;;BARRIDO/MOPA;;
1;0;1;1003;SHCY32;EL RETIRO;;;;;;;;;;;;;;;;;;FULL;;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;;;
1;0;1;1004;SHCY33;EL RETIRO;;;;;;;;;;;;;;;;;;FULL;;;;BARRIDO/MOPA;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO;BARRIDO;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO/MOPA;;
0;0;0;1005;SHCY34;EL RETIRO;;;;;;;;;;;;;;;BARRIDO;BARRIDO;;;;;;BARRIDO/MOPA;BARRIDO;BARRIDO;BARRIDO/MOPA;;;BARRIDO;;;;;;;BARRIDO/MOPA;;
0;0;0;1008;SHCY39;EL RETIRO;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO;;BARRIDO/MOPA;;;BARRIDO;;;BARRIDO/MOPA;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO;
2;1;1;1009;SHCY40;EL RETIRO;FULL;;;;;;;;;;;;;;BARRIDO;BARRIDO;BARRIDO;BARRIDO;BARRIDO;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;;BARRIDO;BARRIDO;BARRIDO;;;FULL;BARRIDO/MOPA;;BARRIDO/MOPA;;BARRIDO/MOPA;;
3;0;3;1010;SHCY46;EL RETIRO;;;;;;;;;;;;;;;;BARRIDO;FULL;BARRIDO;BARRIDO;FULL;;;;BARRIDO;;;BARRIDO;BARRIDO;;BARRIDO;FULL;;;;;BARRIDO;
2;1;1;1011;SHCY47;EL RETIRO;FULL;;;;;;;;;;;;;;;;BARRIDO;;;FULL;BARRIDO/MOPA;;BARRIDO;;BARRIDO/MOPA;;;BARRIDO;;BARRIDO;;BARRIDO/MOPA;;;;BARRIDO;
1;1;0;1012;SHCY49;EL RETIRO;;;;;;;;;;;FULL;;;;;BARRIDO;;;;;;;;;BARRIDO;BARRIDO;BARRIDO;;;;BARRIDO;;;;;BARRIDO;
3;2;1;1013;SHCY50;EL RETIRO;FULL;;;;;;;FULL;;;;;;;;BARRIDO;;FULL;BARRIDO;;;;;BARRIDO/MOPA;BARRIDO;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO/MOPA;;BARRIDO/MOPA;;
2;1;1;1015;SHCY55;EL RETIRO;;;;;;;;;;;FULL;;;;;;;;FULL;;;;BARRIDO;BARRIDO;BARRIDO/MOPA;;BARRIDO;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;;;;;
0;0;0;2042;LXDH84;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;EXTERNO/EXPRESS;;;;;;;;
1;0;1;2043;LXDH85;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;FULL;;;;;;;;;;;;;
3;3;0;2044;LXDH86;EL RETIRO;;FULL;;;;;;;FULL;;FULL;;;;;;;;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;;;;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;
1;0;1;2045;LXDH87;EL RETIRO;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;FULL;BARRIDO/MOPA;;;;;;;;;;;
2;1;1;2047;LXDH89;EL RETIRO;;;;;;;;;;FULL;;;;;;;;;;;BARRIDO/MOPA;;FULL;;;;;;;;;;;;BARRIDO/MOPA;;
2;1;1;2048;LXDH90;EL RETIRO;;;;;;;;;FULL;;;;;;;;;FULL;BARRIDO/MOPA;;;;;;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO;;;;;;;
3;2;1;2049;LXDH91;EL RETIRO;;;FULL;;;;;;;;FULL;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;;;;BARRIDO/MOPA;;;FULL;;;;;;;
0;0;0;2050;LXDH92;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;
1;1;0;2051;LXDH93;EL RETIRO;;;;;;;;;FULL;;;;;;;;;;;BARRIDO/MOPA;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO;;;;;;;
1;0;1;2052;LXDH94;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FULL;;;;;BARRIDO/MOPA;;
4;3;1;2053;LXDH95;EL RETIRO;;;;;;;;;FULL;FULL;FULL;;;;;;;;;;;;;;;;;;;;;FULL;;;;;
0;0;0;2054;LXDH96;EL RETIRO;;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;;;;;;;;;
1;1;0;2055;LXDH97;EL RETIRO;FULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;
3;2;1;2056;LXDH98;EL RETIRO;FULL;FULL;;;;;;;;;;;;;;;;;;;;;;;;;;;FULL;;;;;;;;
0;0;0;2058;LXDJ10;EL RETIRO;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;BARRIDO/MOPA;;
1;1;0;2059;LXDJ11;EL RETIRO;;;;;;;;;;;FULL;;;;;;;;;;;;BARRIDO;;BARRIDO;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;;;;
1;0;1;2064;LXDJ16;EL RETIRO;;;;;;;;;;;;;;;BARRIDO;;;;;;BARRIDO;BARRIDO/MOPA;;FULL;BARRIDO/MOPA;;;;;;;BARRIDO;BARRIDO/MOPA;;;BARRIDO;
0;0;0;2069;LXDJ21;EL RETIRO;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;BARRIDO;;BARRIDO;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;
3;1;2;2070;LXDJ22;EL RETIRO;;;;;;;;;;;FULL;;;;BARRIDO;;;;BARRIDO;;;;;;;;;;;;;FULL;FULL;;;;
3;1;2;2071;LXDJ23;EL RETIRO;FULL;;;;;;;;;;;;;;;;FULL;BARRIDO;BARRIDO;;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO;BARRIDO;BARRIDO;BARRIDO;;FULL;;;BARRIDO;;;BARRIDO/MOPA;BARRIDO;
0;0;0;2072;LXDJ24;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0;2;2073;LXDJ25;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;FULL;;;;FULL;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;;;
1;1;0;2112;LDJW49;EL RETIRO;;FULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;0;4035;SHXF30;EL RETIRO;;;;FULL;;;;;;;;;;;BARRIDO;BARRIDO;;;BARRIDO;;BARRIDO/MOPA;;;BARRIDO;BARRIDO;BARRIDO;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO;;
0;0;0;4036;SHXG17;EL RETIRO;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;;BARRIDO;;;;BARRIDO/MOPA;BARRIDO;BARRIDO;;;BARRIDO/MOPA;BARRIDO;BARRIDO;;BARRIDO/MOPA;;;BARRIDO/MOPA;;BARRIDO
0;0;0;4038;SHXG31;EL RETIRO;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;;BARRIDO;;;BARRIDO/MOPA;BARRIDO;;BARRIDO;BARRIDO;;;;BARRIDO;BARRIDO;BARRIDO;BARRIDO;;BARRIDO/MOPA;;BARRIDO/MOPA
1;1;0;4040;SHXG34;EL RETIRO;;;;FULL;;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;BARRIDO;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;;;
0;0;0;4043;SJPC36;EL RETIRO;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;BARRIDO;BARRIDO;;;BARRIDO;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;;;
0;0;0;4044;SJPC37;EL RETIRO;;;;;;;;;;;;;;;BARRIDO;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;BARRIDO;;;;;BARRIDO;BARRIDO/MOPA;;;BARRIDO;;
1;0;1;4046;SJPC41;EL RETIRO;;;;;;;;;;;;;;;BARRIDO;;;;BARRIDO;;;;;BARRIDO;BARRIDO;FULL;;BARRIDO;BARRIDO;BARRIDO;BARRIDO;BARRIDO;;;BARRIDO/MOPA;;
0;0;0;4048;SJPC45;EL RETIRO;;;;;;;;;;;;;;;BARRIDO;;;;;;;;BARRIDO;;BARRIDO;;;;;BARRIDO;BARRIDO;BARRIDO/MOPA;;;;BARRIDO;
1;0;1;4049;SJPC48;EL RETIRO;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;;FULL;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO;BARRIDO;;;;;BARRIDO;BARRIDO/MOPA;;;;BARRIDO;
0;0;0;4050;SJPC49;EL RETIRO;;;;;;;;;;;;;;;BARRIDO;;;;;;BARRIDO/MOPA;;;BARRIDO;BARRIDO/MOPA;BARRIDO;;;;;BARRIDO/MOPA;;;;;;
